"ID","Name","ONTOLOGY","Amygdala_Both.Count","Amygdala_Both.pvalue","Amygdala_Both.p.adjust","Amygdala_Both.geneID","Amygdala_Down.Count","Amygdala_Down.pvalue","Amygdala_Down.p.adjust","Amygdala_Down.geneID","Amygdala_Up.Count","Amygdala_Up.pvalue","Amygdala_Up.p.adjust","Amygdala_Up.geneID","BLA_Both.Count","BLA_Both.pvalue","BLA_Both.p.adjust","BLA_Both.geneID","BLA_Down.Count","BLA_Down.pvalue","BLA_Down.p.adjust","BLA_Down.geneID","BLA_Up.Count","BLA_Up.pvalue","BLA_Up.p.adjust","BLA_Up.geneID","Cortex_Both.Count","Cortex_Both.pvalue","Cortex_Both.p.adjust","Cortex_Both.geneID","Cortex_Down.Count","Cortex_Down.pvalue","Cortex_Down.p.adjust","Cortex_Down.geneID","Cortex_Up.Count","Cortex_Up.pvalue","Cortex_Up.p.adjust","Cortex_Up.geneID","dACC_Both.Count","dACC_Both.pvalue","dACC_Both.p.adjust","dACC_Both.geneID","dACC_Down.Count","dACC_Down.pvalue","dACC_Down.p.adjust","dACC_Down.geneID","dACC_Up.Count","dACC_Up.pvalue","dACC_Up.p.adjust","dACC_Up.geneID","dlPFC_Both.Count","dlPFC_Both.pvalue","dlPFC_Both.p.adjust","dlPFC_Both.geneID","dlPFC_Down.Count","dlPFC_Down.pvalue","dlPFC_Down.p.adjust","dlPFC_Down.geneID","dlPFC_Up.Count","dlPFC_Up.pvalue","dlPFC_Up.p.adjust","dlPFC_Up.geneID","Joint_Both.Count","Joint_Both.pvalue","Joint_Both.p.adjust","Joint_Both.geneID","Joint_Down.Count","Joint_Down.pvalue","Joint_Down.p.adjust","Joint_Down.geneID","Joint_Up.Count","Joint_Up.pvalue","Joint_Up.p.adjust","Joint_Up.geneID","MeA_Both.Count","MeA_Both.pvalue","MeA_Both.p.adjust","MeA_Both.geneID","MeA_Down.Count","MeA_Down.pvalue","MeA_Down.p.adjust","MeA_Down.geneID","MeA_Up.Count","MeA_Up.pvalue","MeA_Up.p.adjust","MeA_Up.geneID"
"GO:0035637","multicellular organismal signaling","BP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.000187389721020218,0.222462668963514,"SLC9A1/ITPR1/ATP2B2/CNTNAP2/KCNH2/SCN2B/SCN8A/CALM1/MEF2A/CACNA1I/ATP2B3",NA,NA,NA,NA,11,2.41967667688051e-05,0.0627422162315115,"SLC9A1/ITPR1/ATP2B2/CNTNAP2/KCNH2/SCN2B/SCN8A/CALM1/MEF2A/CACNA1I/ATP2B3",5,0.0276385654956779,0.723042811845974,"ITPR1/ATP2B2/SCN8A/MEF2A/CACNA1I",NA,NA,NA,NA,5,0.00709646428122856,0.608611583526284,"ITPR1/ATP2B2/SCN8A/MEF2A/CACNA1I",2,0.199910024143516,0.472509028765507,"GJA5/MYH14",1,0.236422743645343,0.371614754514365,"MYH14",1,0.429712398298926,0.548938959676663,"GJA5",1,0.734399601624914,0.784480990387467,"GBA",1,0.596671806362008,0.675339630976019,"GBA",NA,NA,NA,NA,3,0.179334521722888,0.657192249569858,"SCN2B/PKP2/KCNE5",2,0.203819865293524,0.513104660884278,"PKP2/KCNE5",1,0.46556945717971,0.651929880922586,"SCN2B"
"GO:0008016","regulation of heart contraction","BP",1,0.583787753819471,0.677447931565816,"GPD1L",1,0.388388214134805,0.491320067495647,"GPD1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.000270214843609498,0.222462668963514,"SLC9A1/CYP2J2/HDAC4/ITPR1/ATP2B2/KCNH2/CACNA1B/SCN2B/CALM1/CHGA/MEF2A/ATP2B3",1,0.521890051812063,0.617589708237738,"CYP2J2",11,0.000144688414508991,0.0750354117643628,"SLC9A1/HDAC4/ITPR1/ATP2B2/KCNH2/CACNA1B/SCN2B/CALM1/CHGA/MEF2A/ATP2B3",5,0.0549170817035206,0.723042811845974,"HDAC4/ITPR1/ATP2B2/CHGA/MEF2A",NA,NA,NA,NA,5,0.0152738644875216,0.608611583526284,"HDAC4/ITPR1/ATP2B2/CHGA/MEF2A",2,0.263683459757292,0.514947046410074,"GJA5/HDAC4",NA,NA,NA,NA,2,0.145977595890065,0.390877864353372,"GJA5/HDAC4",1,0.801613333501534,0.829506081868456,"GPD1L",1,0.669727521719912,0.726115898289842,"GPD1L",NA,NA,NA,NA,5,0.0320800472698529,0.657192249569858,"ZC3H12A/TACR3/SCN2B/PKP2/KCNE5",4,0.0185482423626704,0.493501308263041,"ZC3H12A/TACR3/PKP2/KCNE5",1,0.531703107908949,0.684115386223164,"SCN2B"
"GO:0003015","heart process","BP",2,0.265419899499033,0.506708541244551,"GPD1L/TAZ",1,0.433836949589425,0.520731192416547,"GPD1L",1,0.358739328759686,0.430818593429646,"TAZ",1,0.581658308096005,0.649324669355823,"TAZ",NA,NA,NA,NA,1,0.22858446950174,0.301700713955159,"TAZ",13,0.000284327356815782,0.222462668963514,"SLC9A1/CYP2J2/HDAC4/ITPR1/ATP2B2/KCNH2/CACNA1B/SCN2B/CALM1/CHGA/MEF2A/SRC/ATP2B3",1,0.574208659498072,0.654169733792211,"CYP2J2",12,0.000124846043332889,0.0750354117643628,"SLC9A1/HDAC4/ITPR1/ATP2B2/KCNH2/CACNA1B/SCN2B/CALM1/CHGA/MEF2A/SRC/ATP2B3",6,0.0331541094906531,0.723042811845974,"HDAC4/ITPR1/ATP2B2/CHGA/MEF2A/SRC",NA,NA,NA,NA,6,0.007107337316818,0.608611583526284,"HDAC4/ITPR1/ATP2B2/CHGA/MEF2A/SRC",3,0.111343334291819,0.470000537158232,"GJA5/HDAC4/SRC",NA,NA,NA,NA,3,0.0439922015328566,0.377820750942218,"GJA5/HDAC4/SRC",2,0.554426325541092,0.67880836516129,"GPD1L/TAZ",1,0.722470269969371,0.759706020161902,"GPD1L",1,0.443824705015015,0.497588389924127,"TAZ",5,0.0558298027153949,0.657192249569858,"ZC3H12A/TACR3/SCN2B/PKP2/KCNE5",4,0.0305541060804284,0.493501308263041,"ZC3H12A/TACR3/PKP2/KCNE5",1,0.588018952182134,0.71074339681721,"SCN2B"
"GO:0050808","synapse organization","BP",3,0.208791097501515,0.47678831588871,"ERBB4/ARF4/NEDD4",3,0.0576602564546886,0.310486261313854,"ERBB4/ARF4/NEDD4",NA,NA,NA,NA,4,0.0621066221155817,0.402297726059954,"ERBB4/ARF4/RELN/NEDD4",4,0.0202279010701493,0.312377497804137,"ERBB4/ARF4/RELN/NEDD4",NA,NA,NA,NA,17,0.000310376936119308,0.222462668963514,"AMIGO1/PLXNB1/SLITRK3/GABRA2/GABRB2/SNCB/FZD1/LRRC4/GRIN1/INA/GRM5/CDK5R1/ITGA3/LRFN3/LRFN1/FRMPD4/L1CAM",1,0.740396929877212,0.763924935593271,"PLXNB1",16,6.80913391888393e-05,0.0750354117643628,"AMIGO1/SLITRK3/GABRA2/GABRB2/SNCB/FZD1/LRRC4/GRIN1/INA/GRM5/CDK5R1/ITGA3/LRFN3/LRFN1/FRMPD4/L1CAM",5,0.399716349939028,0.740404742174541,"AMIGO1/IL1RAP/GRIN1/FRMPD4/L1CAM",NA,NA,NA,NA,5,0.171238916620093,0.608611583526284,"AMIGO1/IL1RAP/GRIN1/FRMPD4/L1CAM",3,0.328627391944087,0.5495248115549,"MDGA1/ITGA3/LZTS3",NA,NA,NA,NA,3,0.155473184752124,0.398757143097325,"MDGA1/ITGA3/LZTS3",3,0.558693744260474,0.681593081582933,"ARF4/CDK5/NEDD4",3,0.320913022053188,0.518793352931395,"ARF4/CDK5/NEDD4",NA,NA,NA,NA,6,0.147741650558326,0.657192249569858,"ARF4/PCDHB13/FNTA/ARC/NPAS4/CHRNB1",3,0.335839505186012,0.556149714734875,"ARF4/ARC/NPAS4",3,0.194563183739334,0.53452757671776,"PCDHB13/FNTA/CHRNB1"
"GO:0007416","synapse assembly","BP",1,0.496017898885168,0.632117129447443,"ERBB4",1,0.319095729472172,0.439559721303109,"ERBB4",NA,NA,NA,NA,1,0.47314565411604,0.582640509882759,"ERBB4",1,0.362006289520108,0.467481587195062,"ERBB4",NA,NA,NA,NA,10,0.000536172415042383,0.234613160426533,"AMIGO1/PLXNB1/SLITRK3/GABRA2/GABRB2/FZD1/LRRC4/GRIN1/LRFN3/LRFN1",1,0.438326489022438,0.578680078900016,"PLXNB1",9,0.000423292536401869,0.118240320383469,"AMIGO1/SLITRK3/GABRA2/GABRB2/FZD1/LRRC4/GRIN1/LRFN3/LRFN1",3,0.258694576759621,0.723042811845974,"AMIGO1/IL1RAP/GRIN1",NA,NA,NA,NA,3,0.129794381165899,0.608611583526284,"AMIGO1/IL1RAP/GRIN1",1,0.5795028915753,0.680011738517606,"MDGA1",NA,NA,NA,NA,1,0.442621686380835,0.556318820986717,"MDGA1",1,0.717602390584438,0.777055464632858,"CDK5",1,0.579371488694747,0.667296633973202,"CDK5",NA,NA,NA,NA,2,0.449769509980098,0.718234002993367,"PCDHB13/NPAS4",1,0.584220693899168,0.686013723276853,"NPAS4",1,0.479048139876707,0.662312688465264,"PCDHB13"
"GO:0034765","regulation of ion transmembrane transport","BP",6,0.00643000956755908,0.45063862888186,"GPD1L/CRHBP/GRIA4/CATSPER2/NEDD4/FXYD5",5,0.00225984636042821,0.132520968997211,"GPD1L/CRHBP/GRIA4/NEDD4/FXYD5",1,0.526719670308738,0.546695066987114,"CATSPER2",4,0.0748367023567067,0.402297726059954,"RELN/NEDD4/NETO2/FXYD5",4,0.0249143227711675,0.320097743617356,"RELN/NEDD4/NETO2/FXYD5",NA,NA,NA,NA,17,0.000635586571129339,0.234613160426533,"SLC9A1/AMIGO1/CRHBP/KCNQ5/KCNH2/DPP6/GRIN1/CACNA1B/KCNC1/TMEM109/GRM5/SCN2B/SCN8A/IRS2/CALM1/SHISA9/CACNA1I",1,0.762478482743136,0.782048512902387,"CRHBP",16,0.000141557742600063,0.0750354117643628,"SLC9A1/AMIGO1/KCNQ5/KCNH2/DPP6/GRIN1/CACNA1B/KCNC1/TMEM109/GRM5/SCN2B/SCN8A/IRS2/CALM1/SHISA9/CACNA1I",7,0.154672163562217,0.723042811845974,"AMIGO1/KCNQ5/KCNC1/SCN8A/IRS2/SHISA9/CACNA1I",NA,NA,NA,NA,7,0.0376517445631196,0.608611583526284,"AMIGO1/KCNQ5/KCNC1/SCN8A/IRS2/SHISA9/CACNA1I",2,0.638784753984022,0.721309320664919,"GJA5/DYSF",1,0.508213718846126,0.55057396354239,"DYSF",1,0.771830744228983,0.788480405891858,"GJA5",6,0.0897089081769749,0.515237205966726,"GPD1L/CRHBP/GRIA4/CATSPER2/NEDD4/NETO2",5,0.060864390230692,0.39916121653204,"GPD1L/CRHBP/GRIA4/NEDD4/NETO2",1,0.627581682049548,0.644639394811936,"CATSPER2",6,0.181482355811883,0.657192249569858,"WDR1/ARC/KCNC1/SCN2B/OPRL1/KCNE5",3,0.373055020390058,0.569182450010113,"WDR1/ARC/KCNE5",3,0.220684389903249,0.538294678101473,"KCNC1/SCN2B/OPRL1"
"GO:0070997","neuron death","BP",1,0.715491998257454,0.760930219971479,"FOS",1,0.50591052414379,0.562046739272059,"FOS",NA,NA,NA,NA,1,0.705143934710701,0.742846717346967,"FOS",1,0.575352258919496,0.619264660294098,"FOS",NA,NA,NA,NA,14,0.000674853821149405,0.234613160426533,"SLC9A1/HDAC4/GABRB2/SNCB/FZD1/HIPK2/STAR/GRIN1/DDIT3/CHGA/CDK5R1/CSF3/DCC/ELK1",2,0.280909427187155,0.50271119809395,"HIPK2/CSF3",12,0.000856132779481222,0.147996819812987,"SLC9A1/HDAC4/GABRB2/SNCB/FZD1/STAR/GRIN1/DDIT3/CHGA/CDK5R1/DCC/ELK1",6,0.118911414973353,0.723042811845974,"HDAC4/STAR/GRIN1/CHGA/CSF3/DCC",1,0.626630435658295,0.702270211391134,"CSF3",5,0.0890924273418106,0.608611583526284,"HDAC4/STAR/GRIN1/CHGA/DCC",1,0.80814137308547,0.832334140305226,"HDAC4",NA,NA,NA,NA,1,0.671735163370909,0.710303689497468,"HDAC4",4,0.195544966396953,0.525064695239679,"GBA/CDK5/FOS/GRN",4,0.0717448355574131,0.39916121653204,"GBA/CDK5/FOS/GRN",NA,NA,NA,NA,2,0.78645423893572,0.864539053901334,"SLC30A10/BOK",NA,NA,NA,NA,2,0.348124849109428,0.60247663146931,"SLC30A10/BOK"
"GO:0060047","heart contraction","BP",2,0.251720689137989,0.503172297603828,"GPD1L/TAZ",1,0.421777116805753,0.514766271037719,"GPD1L",1,0.348095255628854,0.42193364318649,"TAZ",1,0.567361662411314,0.638774751965788,"TAZ",NA,NA,NA,NA,1,0.220825879874336,0.293436423426236,"TAZ",12,0.00070847269569918,0.234613160426533,"SLC9A1/CYP2J2/HDAC4/ITPR1/ATP2B2/KCNH2/CACNA1B/SCN2B/CALM1/CHGA/MEF2A/ATP2B3",1,0.560523654037029,0.648534606396964,"CYP2J2",11,0.000365770712580452,0.118240320383469,"SLC9A1/HDAC4/ITPR1/ATP2B2/KCNH2/CACNA1B/SCN2B/CALM1/CHGA/MEF2A/ATP2B3",5,0.0812361132419828,0.723042811845974,"HDAC4/ITPR1/ATP2B2/CHGA/MEF2A",NA,NA,NA,NA,5,0.0238877044938585,0.608611583526284,"HDAC4/ITPR1/ATP2B2/CHGA/MEF2A",2,0.3091833888208,0.532671791870373,"GJA5/HDAC4",NA,NA,NA,NA,2,0.175104752859872,0.405169988109435,"GJA5/HDAC4",2,0.534115575940896,0.666669806466374,"GPD1L/TAZ",1,0.708971390054746,0.752563549848653,"GPD1L",1,0.431602908887684,0.489659716671104,"TAZ",5,0.0487187134495831,0.657192249569858,"ZC3H12A/TACR3/SCN2B/PKP2/KCNE5",4,0.0269947206329154,0.493501308263041,"ZC3H12A/TACR3/PKP2/KCNE5",1,0.573687888648424,0.702285422841097,"SCN2B"
"GO:1901214","regulation of neuron death","BP",1,0.674673272122513,0.730588816533395,"FOS",1,0.467323631328376,0.540384086367037,"FOS",NA,NA,NA,NA,1,0.659626628132052,0.70302311682495,"FOS",1,0.530373612352177,0.582472259229249,"FOS",NA,NA,NA,NA,13,0.000739610566193538,0.234613160426533,"HDAC4/GABRB2/SNCB/FZD1/HIPK2/STAR/GRIN1/DDIT3/CHGA/CDK5R1/CSF3/DCC/ELK1",2,0.239851451112875,0.473775014650717,"HIPK2/CSF3",11,0.00114967019557484,0.165616378729198,"HDAC4/GABRB2/SNCB/FZD1/STAR/GRIN1/DDIT3/CHGA/CDK5R1/DCC/ELK1",6,0.0762417420573201,0.723042811845974,"HDAC4/STAR/GRIN1/CHGA/CSF3/DCC",1,0.580789339405809,0.669429170249065,"CSF3",5,0.0589412042892067,0.608611583526284,"HDAC4/STAR/GRIN1/CHGA/DCC",1,0.767048775798617,0.800721672347556,"HDAC4",NA,NA,NA,NA,1,0.625811508902327,0.674107279288778,"HDAC4",4,0.148505566535413,0.515237205966726,"GBA/CDK5/FOS/GRN",4,0.0516759051206209,0.39916121653204,"GBA/CDK5/FOS/GRN",NA,NA,NA,NA,2,0.72564828890381,0.836129824546193,"SLC30A10/BOK",NA,NA,NA,NA,2,0.295482091052898,0.574443462266275,"SLC30A10/BOK"
"GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","BP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.000945284712653508,0.234613160426533,"ITPR1/ATP2B2/GRM5",NA,NA,NA,NA,3,0.000487578080754425,0.118240320383469,"ITPR1/ATP2B2/GRM5",2,0.00551640167069761,0.723042811845974,"ITPR1/ATP2B2",NA,NA,NA,NA,2,0.00281428015348928,0.608611583526284,"ITPR1/ATP2B2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
